Texto	formato_bio	contem_erro
 Escrevem difícil, num português escorreito, impressionado a interlocutora e regozijando-se numa<wrong>personificação quase esquizofrênica</wrong> .	[('Escrevem', 'O'), ('difícil', 'O'), (',', 'O'), ('num', 'O'), ('português', 'O'), ('escorreito', 'O'), (',', 'O'), ('impressionado', 'O'), ('a', 'O'), ('interlocutora', 'O'), ('e', 'O'), ('regozijando-se', 'O'), ('numa', 'O'), ('personificação', 'B-WRONG'), ('quase', 'I-WRONG'), ('esquizofrênica', 'I-WRONG'), ('.', 'O')]	True
<wrong>A mentira não deve ser entendida como uma espécie de contrário da verdade mas sim uma declaração feita por alguém que acredita ou suspeita que ela seja falsa, na expectativa de que os ouvintes ou leitores possam acreditar nela.</wrong> <wrong>Afinal a</wrong> mentira é hereditária?	[('A', 'B-WRONG'), ('mentira', 'I-WRONG'), ('não', 'I-WRONG'), ('deve', 'I-WRONG'), ('ser', 'I-WRONG'), ('entendida', 'I-WRONG'), ('como', 'I-WRONG'), ('uma', 'I-WRONG'), ('espécie', 'I-WRONG'), ('de', 'I-WRONG'), ('contrário', 'I-WRONG'), ('da', 'I-WRONG'), ('verdade', 'I-WRONG'), ('mas', 'I-WRONG'), ('sim', 'I-WRONG'), ('uma', 'I-WRONG'), ('declaração', 'I-WRONG'), ('feita', 'I-WRONG'), ('por', 'I-WRONG'), ('alguém', 'I-WRONG'), ('que', 'I-WRONG'), ('acredita', 'I-WRONG'), ('ou', 'I-WRONG'), ('suspeita', 'I-WRONG'), ('que', 'I-WRONG'), ('ela', 'I-WRONG'), ('seja', 'I-WRONG'), ('falsa', 'I-WRONG'), (',', 'I-WRONG'), ('na', 'I-WRONG'), ('expectativa', 'I-WRONG'), ('de', 'I-WRONG'), ('que', 'I-WRONG'), ('os', 'I-WRONG'), ('ouvintes', 'I-WRONG'), ('ou', 'I-WRONG'), ('leitores', 'I-WRONG'), ('possam', 'I-WRONG'), ('acreditar', 'I-WRONG'), ('nela', 'I-WRONG'), ('.', 'I-WRONG'), ('Afinal', 'B-WRONG'), ('a', 'I-WRONG'), ('mentira', 'O'), ('é', 'O'), ('hereditária', 'O'), ('?', 'O')]	True
 <wrong>Os cursos</wrong> de informática e inglês foram mais popularizados, porém, mais exigidos.	[('Os', 'B-WRONG'), ('cursos', 'I-WRONG'), ('de', 'O'), ('informática', 'O'), ('e', 'O'), ('inglês', 'O'), ('foram', 'O'), ('mais', 'O'), ('popularizados', 'O'), (',', 'O'), ('porém', 'O'), (',', 'O'), ('mais', 'O'), ('exigidos', 'O'), ('.', 'O')]	True
Porém, assim como as tecnologias se desenvolvem , os valores e conceitos também se transformam, e é preciso adaptar-se a essas mudanças.	[('Porém', 'O'), (',', 'O'), ('assim', 'O'), ('como', 'O'), ('as', 'O'), ('tecnologias', 'O'), ('se', 'O'), ('desenvolvem', 'O'), (',', 'O'), ('os', 'O'), ('valores', 'O'), ('e', 'O'), ('conceitos', 'O'), ('também', 'O'), ('se', 'O'), ('transformam', 'O'), (',', 'O'), ('e', 'O'), ('é', 'O'), ('preciso', 'O'), ('adaptar-se', 'O'), ('a', 'O'), ('essas', 'O'), ('mudanças', 'O'), ('.', 'O')]	False
Quando se coloca uma celebridade como candidato e esse é eleito o povo espera estar fazendo um ato de protesto, mas na verdade o efeito é reverso.	[('Quando', 'O'), ('se', 'O'), ('coloca', 'O'), ('uma', 'O'), ('celebridade', 'O'), ('como', 'O'), ('candidato', 'O'), ('e', 'O'), ('esse', 'O'), ('é', 'O'), ('eleito', 'O'), ('o', 'O'), ('povo', 'O'), ('espera', 'O'), ('estar', 'O'), ('fazendo', 'O'), ('um', 'O'), ('ato', 'O'), ('de', 'O'), ('protesto', 'O'), (',', 'O'), ('mas', 'O'), ('na', 'O'), ('verdade', 'O'), ('o', 'O'), ('efeito', 'O'), ('é', 'O'), ('reverso', 'O'), ('.', 'O')]	False
Às vezes é mais simples do que parece</wrong> , para que se consiga isso é preciso muito estudo e informação, fatores como ser <wrong>bilíngüe</wrong> e ser técnico em algum curso faz com que ajude também.	[('Às', 'O'), ('vezes', 'O'), ('é', 'O'), ('mais', 'O'), ('simples', 'O'), ('do', 'O'), ('que', 'O'), ('parece', 'O'), (',', 'O'), ('para', 'O'), ('que', 'O'), ('se', 'O'), ('consiga', 'O'), ('isso', 'O'), ('é', 'O'), ('preciso', 'O'), ('muito', 'O'), ('estudo', 'O'), ('e', 'O'), ('informação', 'O'), (',', 'O'), ('fatores', 'O'), ('como', 'O'), ('ser', 'O'), ('bilíngüe', 'B-WRONG'), ('e', 'O'), ('ser', 'O'), ('técnico', 'O'), ('em', 'O'), ('algum', 'O'), ('curso', 'O'), ('faz', 'O'), ('com', 'O'), ('que', 'O'), ('ajude', 'O'), ('também', 'O'), ('.', 'O')]	True
O toque de recolher implantado em alguns municípios, tem<correct>se</correct> mostrado de grande eficiência e, em alguns casos, tem evitado grandes problemas à <correct>para a</correct> sociedade.	[('O', 'O'), ('toque', 'O'), ('de', 'O'), ('recolher', 'O'), ('implantado', 'O'), ('em', 'O'), ('alguns', 'O'), ('municípios', 'O'), (',', 'O'), ('tem', 'O'), ('<correct>', 'O'), ('se', 'O'), ('</correct>', 'O'), ('mostrado', 'O'), ('de', 'O'), ('grande', 'O'), ('eficiência', 'O'), ('e', 'O'), (',', 'O'), ('em', 'O'), ('alguns', 'O'), ('casos', 'O'), (',', 'O'), ('tem', 'O'), ('evitado', 'O'), ('grandes', 'O'), ('problemas', 'O'), ('à', 'O'), ('<correct>', 'O'), ('para', 'O'), ('a', 'O'), ('</correct>', 'O'), ('sociedade', 'O'), ('.', 'O')]	False
 E as mulheres, por sua vez, representam mais de 80% das pessoas que realizaram cirurgias plásticas,<wrong>que entre elas, em destaque foram:</wrong> <correct>com destaque para</correct> a lipoaspiração e a prótese mamária.	[('E', 'O'), ('as', 'O'), ('mulheres', 'O'), (',', 'O'), ('por', 'O'), ('sua', 'O'), ('vez', 'O'), (',', 'O'), ('representam', 'O'), ('mais', 'O'), ('de', 'O'), ('80%', 'O'), ('das', 'O'), ('pessoas', 'O'), ('que', 'O'), ('realizaram', 'O'), ('cirurgias', 'O'), ('plásticas', 'O'), (',', 'O'), ('que', 'B-WRONG'), ('entre', 'I-WRONG'), ('elas', 'I-WRONG'), (',', 'I-WRONG'), ('em', 'I-WRONG'), ('destaque', 'I-WRONG'), ('foram', 'I-WRONG'), (':', 'I-WRONG'), ('<correct>', 'O'), ('com', 'O'), ('destaque', 'O'), ('para', 'O'), ('</correct>', 'O'), ('a', 'O'), ('lipoaspiração', 'O'), ('e', 'O'), ('a', 'O'), ('prótese', 'O'), ('mamária', 'O'), ('.', 'O')]	True
Parece que o homem está perdendo seus valores ao decorrer do tempo.	[('Parece', 'O'), ('que', 'O'), ('o', 'O'), ('homem', 'O'), ('está', 'O'), ('perdendo', 'O'), ('seus', 'O'), ('valores', 'O'), ('ao', 'O'), ('decorrer', 'O'), ('do', 'O'), ('tempo', 'O'), ('.', 'O')]	False
 O cidadão tem de estar a par da<wrong>politica do pais</wrong> <correct>política do país</correct> <wrong>e portanto</wrong> <correct>e, portanto,</correct> não adianta votar em qualquer candidato e depois requerer mudanças e resultados.	[('O', 'O'), ('cidadão', 'O'), ('tem', 'O'), ('de', 'O'), ('estar', 'O'), ('a', 'O'), ('par', 'O'), ('da', 'O'), ('politica', 'B-WRONG'), ('do', 'I-WRONG'), ('pais', 'I-WRONG'), ('<correct>', 'O'), ('política', 'O'), ('do', 'O'), ('país', 'O'), ('</correct>', 'O'), ('e', 'B-WRONG'), ('portanto', 'I-WRONG'), ('<correct>', 'O'), ('e', 'O'), (',', 'O'), ('portanto', 'O'), (',', 'O'), ('</correct>', 'O'), ('não', 'O'), ('adianta', 'O'), ('votar', 'O'), ('em', 'O'), ('qualquer', 'O'), ('candidato', 'O'), ('e', 'O'), ('depois', 'O'), ('requerer', 'O'), ('mudanças', 'O'), ('e', 'O'), ('resultados', 'O'), ('.', 'O')]	True
O dilema em que se encontra a escola sobre que português ensinar se originou de um suposto erro de gramática em um livro que deveria ensinar somente a norma culta.	[('O', 'O'), ('dilema', 'O'), ('em', 'O'), ('que', 'O'), ('se', 'O'), ('encontra', 'O'), ('a', 'O'), ('escola', 'O'), ('sobre', 'O'), ('que', 'O'), ('português', 'O'), ('ensinar', 'O'), ('se', 'O'), ('originou', 'O'), ('de', 'O'), ('um', 'O'), ('suposto', 'O'), ('erro', 'O'), ('de', 'O'), ('gramática', 'O'), ('em', 'O'), ('um', 'O'), ('livro', 'O'), ('que', 'O'), ('deveria', 'O'), ('ensinar', 'O'), ('somente', 'O'), ('a', 'O'), ('norma', 'O'), ('culta', 'O'), ('.', 'O')]	False
" Essa prática, conhecida como<wrong>bullyng</wrong> <correct>""bullying""</correct> , tem estado cada vez mais presente entre os jovens das mais variadas classes sociais, gerando várias consequências muitas vezes <wrong>irrepareáveis</wrong> <correct>irreparáveis</correct> , como: baixa autoestima, isolamento social, medo e vergonha que levam muito tempo para serem superadas."	"[('Essa', 'O'), ('prática', 'O'), (',', 'O'), ('conhecida', 'O'), ('como', 'O'), ('bullyng', 'B-WRONG'), ('<correct>', 'O'), ('""', 'O'), ('bullying', 'O'), ('""', 'O'), ('</correct>', 'O'), (',', 'O'), ('tem', 'O'), ('estado', 'O'), ('cada', 'O'), ('vez', 'O'), ('mais', 'O'), ('presente', 'O'), ('entre', 'O'), ('os', 'O'), ('jovens', 'O'), ('das', 'O'), ('mais', 'O'), ('variadas', 'O'), ('classes', 'O'), ('sociais', 'O'), (',', 'O'), ('gerando', 'O'), ('várias', 'O'), ('consequências', 'O'), ('muitas', 'O'), ('vezes', 'O'), ('irrepareáveis', 'B-WRONG'), ('<correct>', 'O'), ('irreparáveis', 'O'), ('</correct>', 'O'), (',', 'O'), ('como', 'O'), (':', 'O'), ('baixa', 'O'), ('autoestima', 'O'), (',', 'O'), ('isolamento', 'O'), ('social', 'O'), (',', 'O'), ('medo', 'O'), ('e', 'O'), ('vergonha', 'O'), ('que', 'O'), ('levam', 'O'), ('muito', 'O'), ('tempo', 'O'), ('para', 'O'), ('serem', 'O'), ('superadas', 'O'), ('.', 'O')]"	True
Ao legalizar o aborto de anencéfalos, foi dada às mulheres a chance de optar em seguir em frente mesmo com todos os riscos ou interromper a gestação.	[('Ao', 'O'), ('legalizar', 'O'), ('o', 'O'), ('aborto', 'O'), ('de', 'O'), ('anencéfalos', 'O'), (',', 'O'), ('foi', 'O'), ('dada', 'O'), ('às', 'O'), ('mulheres', 'O'), ('a', 'O'), ('chance', 'O'), ('de', 'O'), ('optar', 'O'), ('em', 'O'), ('seguir', 'O'), ('em', 'O'), ('frente', 'O'), ('mesmo', 'O'), ('com', 'O'), ('todos', 'O'), ('os', 'O'), ('riscos', 'O'), ('ou', 'O'), ('interromper', 'O'), ('a', 'O'), ('gestação', 'O'), ('.', 'O')]	False
 Com</correct> violência não se mostra que a <wrong>idéia</wrong> <correct>ideia</correct> ou <wrong>opnião</wrong> <correct>opinião</correct> que a pessoa defende é a melhor, pelo contrário mostra que a pessoa não <wrong>e</wrong> <correct>é</correct> madura e informada o suficiente para <wrong>tomar lado de uma posição</wrong> <correct>tomar uma</correct> ou defender uma <wrong>idéia</wrong> <correct>ideia</correct> séria como <wrong>está</wrong> <correct>esta</correct> .	[('Com', 'O'), ('</correct>', 'O'), ('violência', 'O'), ('não', 'O'), ('se', 'O'), ('mostra', 'O'), ('que', 'O'), ('a', 'O'), ('idéia', 'B-WRONG'), ('<correct>', 'O'), ('ideia', 'O'), ('</correct>', 'O'), ('ou', 'O'), ('opnião', 'B-WRONG'), ('<correct>', 'O'), ('opinião', 'O'), ('</correct>', 'O'), ('que', 'O'), ('a', 'O'), ('pessoa', 'O'), ('defende', 'O'), ('é', 'O'), ('a', 'O'), ('melhor', 'O'), (',', 'O'), ('pelo', 'O'), ('contrário', 'O'), ('mostra', 'O'), ('que', 'O'), ('a', 'O'), ('pessoa', 'O'), ('não', 'O'), ('e', 'B-WRONG'), ('<correct>', 'O'), ('é', 'O'), ('</correct>', 'O'), ('madura', 'O'), ('e', 'O'), ('informada', 'O'), ('o', 'O'), ('suficiente', 'O'), ('para', 'O'), ('tomar', 'B-WRONG'), ('lado', 'I-WRONG'), ('de', 'I-WRONG'), ('uma', 'I-WRONG'), ('posição', 'I-WRONG'), ('<correct>', 'O'), ('tomar', 'O'), ('uma', 'O'), ('</correct>', 'O'), ('ou', 'O'), ('defender', 'O'), ('uma', 'O'), ('idéia', 'B-WRONG'), ('<correct>', 'O'), ('ideia', 'O'), ('</correct>', 'O'), ('séria', 'O'), ('como', 'O'), ('está', 'B-WRONG'), ('<correct>', 'O'), ('esta', 'O'), ('</correct>', 'O'), ('.', 'O')]	True
 Muitas vezes, a vida<wrong>agitada, coloca</wrong> <correct>agitada coloca</correct> o jovem em situações <wrong>onde</wrong> <correct>em que</correct> ele prefere <wrong>o meio mais rápido e fácil para automedicar-se</wrong> <correct>a automedicação, que é mais rápida e fácil,</correct> do que a segurança de sua saúde.	[('Muitas', 'O'), ('vezes', 'O'), (',', 'O'), ('a', 'O'), ('vida', 'O'), ('agitada', 'B-WRONG'), (',', 'I-WRONG'), ('coloca', 'I-WRONG'), ('<correct>', 'O'), ('agitada', 'O'), ('coloca', 'O'), ('</correct>', 'O'), ('o', 'O'), ('jovem', 'O'), ('em', 'O'), ('situações', 'O'), ('onde', 'B-WRONG'), ('<correct>', 'O'), ('em', 'O'), ('que', 'O'), ('</correct>', 'O'), ('ele', 'O'), ('prefere', 'O'), ('o', 'B-WRONG'), ('meio', 'I-WRONG'), ('mais', 'I-WRONG'), ('rápido', 'I-WRONG'), ('e', 'I-WRONG'), ('fácil', 'I-WRONG'), ('para', 'I-WRONG'), ('automedicar-se', 'I-WRONG'), ('<correct>', 'O'), ('a', 'O'), ('automedicação', 'O'), (',', 'O'), ('que', 'O'), ('é', 'O'), ('mais', 'O'), ('rápida', 'O'), ('e', 'O'), ('fácil', 'O'), (',', 'O'), ('</correct>', 'O'), ('do', 'O'), ('que', 'O'), ('a', 'O'), ('segurança', 'O'), ('de', 'O'), ('sua', 'O'), ('saúde', 'O'), ('.', 'O')]	True
Aparecem pessoas que ingenuamente ou não põem a culpa na natureza, no aquecimento global e reafirmam todo aquele papo de governante que finge estar preocupado com seu país.	[('Aparecem', 'O'), ('pessoas', 'O'), ('que', 'O'), ('ingenuamente', 'O'), ('ou', 'O'), ('não', 'O'), ('põem', 'O'), ('a', 'O'), ('culpa', 'O'), ('na', 'O'), ('natureza', 'O'), (',', 'O'), ('no', 'O'), ('aquecimento', 'O'), ('global', 'O'), ('e', 'O'), ('reafirmam', 'O'), ('todo', 'O'), ('aquele', 'O'), ('papo', 'O'), ('de', 'O'), ('governante', 'O'), ('que', 'O'), ('finge', 'O'), ('estar', 'O'), ('preocupado', 'O'), ('com', 'O'), ('seu', 'O'), ('país', 'O'), ('.', 'O')]	False
onde</wrong> nossas crianças já nascem com o pé na bola.	[('onde', 'O'), ('nossas', 'O'), ('crianças', 'O'), ('já', 'O'), ('nascem', 'O'), ('com', 'O'), ('o', 'O'), ('pé', 'O'), ('na', 'O'), ('bola', 'O'), ('.', 'O')]	False
E para realçar o caráter amistoso dos combates, os atletas, mesmo depois de ensanguentados, cumprimentam-se como se nada tivesse ocorrido.	[('E', 'O'), ('para', 'O'), ('realçar', 'O'), ('o', 'O'), ('caráter', 'O'), ('amistoso', 'O'), ('dos', 'O'), ('combates', 'O'), (',', 'O'), ('os', 'O'), ('atletas', 'O'), (',', 'O'), ('mesmo', 'O'), ('depois', 'O'), ('de', 'O'), ('ensanguentados', 'O'), (',', 'O'), ('cumprimentam-se', 'O'), ('como', 'O'), ('se', 'O'), ('nada', 'O'), ('tivesse', 'O'), ('ocorrido', 'O'), ('.', 'O')]	False
 Com a era <wrong>de smatphones</wrong> <correct>dos smartphones</correct> e <correct>da</correct> internet, o compartilhamento da violência é <wrong>extensa</wrong> <wrong>, e</wrong> <correct>intenso e</correct> o exibicionismo é algo de valor <wrong>aos</wrong> <correct>para os</correct> ignóbeis praticantes da violência.	[('Com', 'O'), ('a', 'O'), ('era', 'O'), ('de', 'B-WRONG'), ('smatphones', 'I-WRONG'), ('<correct>', 'O'), ('dos', 'O'), ('smartphones', 'O'), ('</correct>', 'O'), ('e', 'O'), ('<correct>', 'O'), ('da', 'O'), ('</correct>', 'O'), ('internet', 'O'), (',', 'O'), ('o', 'O'), ('compartilhamento', 'O'), ('da', 'O'), ('violência', 'O'), ('é', 'O'), ('extensa', 'B-WRONG'), (',', 'B-WRONG'), ('e', 'I-WRONG'), ('<correct>', 'O'), ('intenso', 'O'), ('e', 'O'), ('</correct>', 'O'), ('o', 'O'), ('exibicionismo', 'O'), ('é', 'O'), ('algo', 'O'), ('de', 'O'), ('valor', 'O'), ('aos', 'B-WRONG'), ('<correct>', 'O'), ('para', 'O'), ('os', 'O'), ('</correct>', 'O'), ('ignóbeis', 'O'), ('praticantes', 'O'), ('da', 'O'), ('violência', 'O'), ('.', 'O')]	True
É presente em nossos dias e <wrong>norteiam</wrong> <correct>norteia</correct> atitudes.	[('É', 'O'), ('presente', 'O'), ('em', 'O'), ('nossos', 'O'), ('dias', 'O'), ('e', 'O'), ('norteiam', 'B-WRONG'), ('<correct>', 'O'), ('norteia', 'O'), ('</correct>', 'O'), ('atitudes', 'O'), ('.', 'O')]	True
 São reatores que poderão explodir a qualquer hora e liberar radiação, essa que, em grande quantidade exposta aos seres humanos, poderá provocar uma série de problemas, que vai desde pequenas doenças ou até mesmo <wrong>a</wrong> <correct>à</correct> morte.	[('São', 'O'), ('reatores', 'O'), ('que', 'O'), ('poderão', 'O'), ('explodir', 'O'), ('a', 'O'), ('qualquer', 'O'), ('hora', 'O'), ('e', 'O'), ('liberar', 'O'), ('radiação', 'O'), (',', 'O'), ('essa', 'O'), ('que', 'O'), (',', 'O'), ('em', 'O'), ('grande', 'O'), ('quantidade', 'O'), ('exposta', 'O'), ('aos', 'O'), ('seres', 'O'), ('humanos', 'O'), (',', 'O'), ('poderá', 'O'), ('provocar', 'O'), ('uma', 'O'), ('série', 'O'), ('de', 'O'), ('problemas', 'O'), (',', 'O'), ('que', 'O'), ('vai', 'O'), ('desde', 'O'), ('pequenas', 'O'), ('doenças', 'O'), ('ou', 'O'), ('até', 'O'), ('mesmo', 'O'), ('a', 'B-WRONG'), ('<correct>', 'O'), ('à', 'O'), ('</correct>', 'O'), ('morte', 'O'), ('.', 'O')]	True
As notícias sobre os acidentes nas obras percorreram o mundo.	[('As', 'O'), ('notícias', 'O'), ('sobre', 'O'), ('os', 'O'), ('acidentes', 'O'), ('nas', 'O'), ('obras', 'O'), ('percorreram', 'O'), ('o', 'O'), ('mundo', 'O'), ('.', 'O')]	False
 Como, na maioria das vezes, não possuem condições<wrong>dignas de vivência</wrong> <correct>de vida digna</correct> e muito menos de <wrong>uma suposta melhora de vida</wrong> <correct>melhorar</correct> , crianças e adolescentes são aliciados por <wrong>maginais</wrong> <correct>marginais</correct> devido à falta de punição para<wrong>aqueles</wrong> <correct>estes</correct> .	[('Como', 'O'), (',', 'O'), ('na', 'O'), ('maioria', 'O'), ('das', 'O'), ('vezes', 'O'), (',', 'O'), ('não', 'O'), ('possuem', 'O'), ('condições', 'O'), ('dignas', 'B-WRONG'), ('de', 'I-WRONG'), ('vivência', 'I-WRONG'), ('<correct>', 'O'), ('de', 'O'), ('vida', 'O'), ('digna', 'O'), ('</correct>', 'O'), ('e', 'O'), ('muito', 'O'), ('menos', 'O'), ('de', 'O'), ('uma', 'B-WRONG'), ('suposta', 'I-WRONG'), ('melhora', 'I-WRONG'), ('de', 'I-WRONG'), ('vida', 'I-WRONG'), ('<correct>', 'O'), ('melhorar', 'O'), ('</correct>', 'O'), (',', 'O'), ('crianças', 'O'), ('e', 'O'), ('adolescentes', 'O'), ('são', 'O'), ('aliciados', 'O'), ('por', 'O'), ('maginais', 'B-WRONG'), ('<correct>', 'O'), ('marginais', 'O'), ('</correct>', 'O'), ('devido', 'O'), ('à', 'O'), ('falta', 'O'), ('de', 'O'), ('punição', 'O'), ('para', 'O'), ('aqueles', 'B-WRONG'), ('<correct>', 'O'), ('estes', 'O'), ('</correct>', 'O'), ('.', 'O')]	True
 Sabemos que qualquer um aprende a falar, mas nem todos<wrong>que falam,</wrong> <correct>falam</correct> sabem ler e escrever.	[('Sabemos', 'O'), ('que', 'O'), ('qualquer', 'O'), ('um', 'O'), ('aprende', 'O'), ('a', 'O'), ('falar', 'O'), (',', 'O'), ('mas', 'O'), ('nem', 'O'), ('todos', 'O'), ('que', 'B-WRONG'), ('falam', 'I-WRONG'), (',', 'I-WRONG'), ('<correct>', 'O'), ('falam', 'O'), ('</correct>', 'O'), ('sabem', 'O'), ('ler', 'O'), ('e', 'O'), ('escrever', 'O'), ('.', 'O')]	True
<wrong>Estamos em pleno século XXI, e com isso estamos progredindo cada vez mais rápido.</wrong> Com o avanço estamos buscando o intercâmbio entre os diferentes <wrong>países que contém idioma português</wrong> , além disso, muitos problemas <wrong>estão a vir</wrong> com toda essa mudança.	[('Estamos', 'B-WRONG'), ('em', 'I-WRONG'), ('pleno', 'I-WRONG'), ('século', 'I-WRONG'), ('XXI', 'I-WRONG'), (',', 'I-WRONG'), ('e', 'I-WRONG'), ('com', 'I-WRONG'), ('isso', 'I-WRONG'), ('estamos', 'I-WRONG'), ('progredindo', 'I-WRONG'), ('cada', 'I-WRONG'), ('vez', 'I-WRONG'), ('mais', 'I-WRONG'), ('rápido', 'I-WRONG'), ('.', 'I-WRONG'), ('Com', 'O'), ('o', 'O'), ('avanço', 'O'), ('estamos', 'O'), ('buscando', 'O'), ('o', 'O'), ('intercâmbio', 'O'), ('entre', 'O'), ('os', 'O'), ('diferentes', 'O'), ('países', 'B-WRONG'), ('que', 'I-WRONG'), ('contém', 'I-WRONG'), ('idioma', 'I-WRONG'), ('português', 'I-WRONG'), (',', 'O'), ('além', 'O'), ('disso', 'O'), (',', 'O'), ('muitos', 'O'), ('problemas', 'O'), ('estão', 'B-WRONG'), ('a', 'I-WRONG'), ('vir', 'I-WRONG'), ('com', 'O'), ('toda', 'O'), ('essa', 'O'), ('mudança', 'O'), ('.', 'O')]	True
"<wrong>A grande questão é que a crescente utilizaçao de energia nuclear favorece as indústrias bélicas</wrong> , pois estas se aproveitam de ""restos"" que são produzidos pelas usinas."	"[('A', 'B-WRONG'), ('grande', 'I-WRONG'), ('questão', 'I-WRONG'), ('é', 'I-WRONG'), ('que', 'I-WRONG'), ('a', 'I-WRONG'), ('crescente', 'I-WRONG'), ('utilizaçao', 'I-WRONG'), ('de', 'I-WRONG'), ('energia', 'I-WRONG'), ('nuclear', 'I-WRONG'), ('favorece', 'I-WRONG'), ('as', 'I-WRONG'), ('indústrias', 'I-WRONG'), ('bélicas', 'I-WRONG'), (',', 'O'), ('pois', 'O'), ('estas', 'O'), ('se', 'O'), ('aproveitam', 'O'), ('de', 'O'), ('""', 'O'), ('restos', 'O'), ('""', 'O'), ('que', 'O'), ('são', 'O'), ('produzidos', 'O'), ('pelas', 'O'), ('usinas', 'O'), ('.', 'O')]"	True
" Não seria <wrong>diferente,</wrong> <correct>diferente</correct> sobre a exibição do ""horário eleitoral gratuito"", que nada mais <wrong>é,</wrong> <correct>é</correct> do que o horário que as emissoras de <wrong>televisão,</wrong> <correct>televisão</correct> vendem ao <wrong>Governo,</wrong> <correct>governo</correct> para exibição da propaganda eleitoral gratuita aos candidatos."	"[('Não', 'O'), ('seria', 'O'), ('diferente', 'B-WRONG'), (',', 'I-WRONG'), ('<correct>', 'O'), ('diferente', 'O'), ('</correct>', 'O'), ('sobre', 'O'), ('a', 'O'), ('exibição', 'O'), ('do', 'O'), ('""', 'O'), ('horário', 'O'), ('eleitoral', 'O'), ('gratuito', 'O'), ('""', 'O'), (',', 'O'), ('que', 'O'), ('nada', 'O'), ('mais', 'O'), ('é', 'B-WRONG'), (',', 'I-WRONG'), ('<correct>', 'O'), ('é', 'O'), ('</correct>', 'O'), ('do', 'O'), ('que', 'O'), ('o', 'O'), ('horário', 'O'), ('que', 'O'), ('as', 'O'), ('emissoras', 'O'), ('de', 'O'), ('televisão', 'B-WRONG'), (',', 'I-WRONG'), ('<correct>', 'O'), ('televisão', 'O'), ('</correct>', 'O'), ('vendem', 'O'), ('ao', 'O'), ('Governo', 'B-WRONG'), (',', 'I-WRONG'), ('<correct>', 'O'), ('governo', 'O'), ('</correct>', 'O'), ('para', 'O'), ('exibição', 'O'), ('da', 'O'), ('propaganda', 'O'), ('eleitoral', 'O'), ('gratuita', 'O'), ('aos', 'O'), ('candidatos', 'O'), ('.', 'O')]"	True
 A praticidade e facilidade que<wrong>tenho</wrong> para realizar uma pesquisa na internet fazem com que as enciclopédias na estante da sala fiquem cobertas de pó, junto com alguns envelopes e cartas.	[('A', 'O'), ('praticidade', 'O'), ('e', 'O'), ('facilidade', 'O'), ('que', 'O'), ('tenho', 'B-WRONG'), ('para', 'O'), ('realizar', 'O'), ('uma', 'O'), ('pesquisa', 'O'), ('na', 'O'), ('internet', 'O'), ('fazem', 'O'), ('com', 'O'), ('que', 'O'), ('as', 'O'), ('enciclopédias', 'O'), ('na', 'O'), ('estante', 'O'), ('da', 'O'), ('sala', 'O'), ('fiquem', 'O'), ('cobertas', 'O'), ('de', 'O'), ('pó', 'O'), (',', 'O'), ('junto', 'O'), ('com', 'O'), ('alguns', 'O'), ('envelopes', 'O'), ('e', 'O'), ('cartas', 'O'), ('.', 'O')]	True
 <wrong>Devem</wrong> <correct>Eles devem</correct> ser convocados a aprofundar-se na questão e incentivados a acompanhar de perto a vida escolar de seus filhos, conhecer suas companhias e monitorar seu comportamento quanto à agressividade e hábitos digitais.	[('Devem', 'B-WRONG'), ('<correct>', 'O'), ('Eles', 'O'), ('devem', 'O'), ('</correct>', 'O'), ('ser', 'O'), ('convocados', 'O'), ('a', 'O'), ('aprofundar-se', 'O'), ('na', 'O'), ('questão', 'O'), ('e', 'O'), ('incentivados', 'O'), ('a', 'O'), ('acompanhar', 'O'), ('de', 'O'), ('perto', 'O'), ('a', 'O'), ('vida', 'O'), ('escolar', 'O'), ('de', 'O'), ('seus', 'O'), ('filhos', 'O'), (',', 'O'), ('conhecer', 'O'), ('suas', 'O'), ('companhias', 'O'), ('e', 'O'), ('monitorar', 'O'), ('seu', 'O'), ('comportamento', 'O'), ('quanto', 'O'), ('à', 'O'), ('agressividade', 'O'), ('e', 'O'), ('hábitos', 'O'), ('digitais', 'O'), ('.', 'O')]	True
